Página,Valor(es) hreflang página,URL hreflang
https://www.caldea.com/en/premium/spa-offer-duo-massage,en,https://www.caldea.com/en/premium/spa-offer-duo-massage
https://www.caldea.com/en/premium/special-offer-hotel-metropolis-andorra,en,https://www.caldea.com/en/premium/special-offer-hotel-metropolis-andorra
https://www.caldea.com/en/premium/treatment-under-water-30min,es,https://www.caldea.com/premium/masaje-bajo-el-agua-30-min
https://www.caldea.com/en/privacy-policy,en,https://www.caldea.com/en/privacy-policy
https://www.caldea.com/en/restaurant-menu,N/D,https://www.caldea.com/fr/menu-restaurant?language=ok
https://www.caldea.com/en/restaurant-menu,N/D,https://www.caldea.com/ca/carta-restaurant?language=ok
https://www.caldea.com/en/restaurant-menu,N/D,https://www.caldea.com/en/restaurant-menu?language=ok
https://www.caldea.com/en/restaurant-menu?language=ok,N/D,https://www.caldea.com/fr/menu-restaurant?language=ok
https://www.caldea.com/en/restaurant-menu?language=ok,N/D,https://www.caldea.com/ca/carta-restaurant?language=ok
https://www.caldea.com/en/restaurant-menu?language=ok,N/D,https://www.caldea.com/en/restaurant-menu?language=ok
https://www.caldea.com/en/rituals/ayurveda,N/D,https://www.caldea.com/fr/rituels/ayurveda
https://www.caldea.com/en/rituals/evasion,N/D,https://www.caldea.com/ca/rituals/evasio
https://www.caldea.com/en/sales-conditions,en,https://www.caldea.com/en/sales-conditions
https://www.caldea.com/en/siam-shiki-restaurant,N/D,https://www.caldea.com/en/siam-shiki-restaurant?language=ok
https://www.caldea.com/en/siam-shiki-restaurant,N/D,https://www.caldea.com/fr/siam-shiki-restaurant?language=ok
https://www.caldea.com/en/siam-shiki-restaurant,N/D,https://www.caldea.com/ca/siam-shiki-restaurant?language=ok
https://www.caldea.com/en/siam-shiki-restaurant?language=ok,N/D,https://www.caldea.com/en/siam-shiki-restaurant?language=ok
https://www.caldea.com/en/siam-shiki-restaurant?language=ok,N/D,https://www.caldea.com/fr/siam-shiki-restaurant?language=ok
https://www.caldea.com/en/siam-shiki-restaurant?language=ok,N/D,https://www.caldea.com/ca/siam-shiki-restaurant?language=ok
https://www.caldea.com/en/terms-conditions,en,https://www.caldea.com/en/terms-conditions
https://www.caldea.com/en/thermal-water,en,https://www.caldea.com/en/thermal-water
https://www.caldea.com/en/timetable,en,https://www.caldea.com/en/timetable
https://www.caldea.com/en/treatments,en,https://www.caldea.com/en/treatments
https://www.caldea.com/en/virtualtour,en,https://www.caldea.com/en/virtualtour
https://www.caldea.com/en/what-is-caldea,en,https://www.caldea.com/en/what-is-caldea
https://www.caldea.com/entradas-residentes,N/D,https://www.caldea.com/entradas-residentes?inuu=Y
https://www.caldea.com/entradas-residentes,N/D,https://www.caldea.com/ca/residents-entrades?inuu=Y
https://www.caldea.com/entradas-residentes?inuu=Y,N/D,https://www.caldea.com/entradas-residentes?inuu=Y
https://www.caldea.com/entradas-residentes?inuu=Y,N/D,https://www.caldea.com/ca/residents-entrades?inuu=Y
https://www.caldea.com/fr/,en,https://www.caldea.com/en/
https://www.caldea.com/fr/,N/D,https://www.caldea.com/
https://www.caldea.com/fr/,ca,https://www.caldea.com/ca/
https://www.caldea.com/fr/,fr,https://www.caldea.com/fr/
https://www.caldea.com/fr/andorra,en,https://www.caldea.com/en/andorra
https://www.caldea.com/fr/caldea-boutique,en,https://www.caldea.com/en/caldea-shop
https://www.caldea.com/fr/classic/cadeau-caldea-entree-massage-corporel-60,en,https://www.caldea.com/en/classic/gift-caldea-admission-60-full-body-massage
https://www.caldea.com/fr/classic/classic-gaming-zero-latency-15,en,https://www.caldea.com/en/classic/classic-admission-zero-latency-15-gaming
https://www.caldea.com/fr/classic/entree-au-spa-hotel-espel-3,en,https://www.caldea.com/en/classic/offer-hotel-espel-3stars
https://www.caldea.com/fr/classic/entree-dejeuner-restaurant-blu,en,https://www.caldea.com/en/classic/entry-luch-restaurant-blu
https://www.caldea.com/fr/classic/entree-menu-restaurant-blu-enfant,en,https://www.caldea.com/en/classic/2-hour-admission-menu-blu-restaurant-child
https://www.caldea.com/fr/classic/entree-mirador-solaire-de-tristaina,en,https://www.caldea.com/en/classic/admission-tristaina-solar-viewpoint
https://www.caldea.com/fr/classic/entree-restaurant-siam-shiki,en,https://www.caldea.com/en/classic/admission-restaurant-siam-shiki
https://www.caldea.com/fr/classic/entree-soin-60-a-duo,en,https://www.caldea.com/en/classic/admission-60-massage-2-people
https://www.caldea.com/fr/classic/offre-a-duo-entree-massage-30-min,en,https://www.caldea.com/en/classic/offer-duo-admission-30-duo-massage
https://www.caldea.com/fr/classic/offre-avec-massage-exclusive-web,en,https://www.caldea.com/en/classic/massage-offer-web-exclusive
https://www.caldea.com/fr/classic/offre-cirque-soleil,en,https://www.caldea.com/en/classic/cirque-soleil-offer
https://www.caldea.com/fr/classic/offre-classic-bus-touristique,en,https://www.caldea.com/en/classic/offer-classic-andorra-bus-tours
https://www.caldea.com/fr/classic/offre-classic-mont-magic-canillo,en,https://www.caldea.com/en/classic/offer-classic-mont-magic-canillo
https://www.caldea.com/fr/classic/offre-entree-acces-origenes-grauit-hotel-metropolis-4,en,https://www.caldea.com/en/classic/offer-entrance-access-origenes-free-hotel-metropolis-4
https://www.caldea.com/fr/classic/offre-entree-diner-restaurant-blu,en,https://www.caldea.com/en/classic/offer-entrance-dinner-restaurant-blu
https://www.caldea.com/fr/classic/offre-entree-hotel-mola-park-4,en,https://www.caldea.com/en/classic/admission-offer-mola-park-hotel-4
https://www.caldea.com/fr/classic/offre-entree-massage-20minutes-exclusive-web,en,https://www.caldea.com/en/classic/entrance-offer-massage-20minutes-web-exclusive
https://www.caldea.com/fr/classic/offre-entree-massage-30minutes-exclusive-web-20-remise,en,https://www.caldea.com/en/classic/entrance-offer-massage-30minutes-web-exclusive-20-discount
https://www.caldea.com/fr/classic/offre-entree-spa-grandvalira,en,https://www.caldea.com/en/classic/offer-admission-grandvalira
https://www.caldea.com/fr/classic/offre-entree-vallnord,en,https://www.caldea.com/en/classic/offer-admission-vallnord
https://www.caldea.com/fr/classic/offre-hotel-4etoiles,en,https://www.caldea.com/en/classic/offer-hotel-4stars
https://www.caldea.com/fr/classic/offre-massage-30min-uniquement-web,en,https://www.caldea.com/en/classic/classic-offer-massage-30min-web-exclusive
https://www.caldea.com/fr/classic/offre-musee-thyssen-andorre,en,https://www.caldea.com/en/classic/offer-museum-carmen-thyssen
https://www.caldea.com/fr/classic/offre-naturland-adulte,en,https://www.caldea.com/en/classic/naturland-adult-offer
https://www.caldea.com/fr/classic/offre-naturland-enfant,en,https://www.caldea.com/en/classic/naturland-child-offer
https://www.caldea.com/fr/classic/offre-palais-de-glace-canillo-adult,en,https://www.caldea.com/en/classic/canillo-ice-palace-offer-adult
https://www.caldea.com/fr/classic/offre-palais-de-glace-canillo-enfant,en,https://www.caldea.com/en/classic/canillo-ice-palace-offer-children
https://www.caldea.com/fr/classic/promotion-black-friday-entree-et-restaurant-blu,en,https://www.caldea.com/en/classic/black-friday-promo-entry-restaurant-blu
https://www.caldea.com/fr/classic/saint-valentin-spa-menu,en,https://www.caldea.com/en/classic/valentines-day-spa-menu
https://www.caldea.com/fr/comment-arriver,en,https://www.caldea.com/en/how-to-get-there
https://www.caldea.com/fr/conditions-reservation,en,https://www.caldea.com/en/sales-conditions
https://www.caldea.com/fr/decouvrir-caldea,en,https://www.caldea.com/en/what-is-caldea
https://www.caldea.com/fr/eaux-thermales,en,https://www.caldea.com/en/thermal-water
https://www.caldea.com/fr/entrees,en,https://www.caldea.com/en/entries
https://www.caldea.com/fr/faq-caldea,en,https://www.caldea.com/en/faq-caldea
https://www.caldea.com/fr/formulaire,en,https://www.caldea.com/en/contact-form
https://www.caldea.com/fr/horaires,en,https://www.caldea.com/en/timetable
https://www.caldea.com/fr/meilleures-conditions-achat-anticipe,en,https://www.caldea.com/en/best-conditions-early-purchase
https://www.caldea.com/fr/mentions-legales,en,https://www.caldea.com/en/terms-conditions
https://www.caldea.com/fr/menu-restaurant,N/D,https://www.caldea.com/fr/menu-restaurant?language=ok
https://www.caldea.com/fr/menu-restaurant,N/D,https://www.caldea.com/ca/carta-restaurant?language=ok
https://www.caldea.com/fr/menu-restaurant,N/D,https://www.caldea.com/en/restaurant-menu?language=ok
https://www.caldea.com/fr/menu-restaurant?language=ok,N/D,https://www.caldea.com/fr/menu-restaurant?language=ok
https://www.caldea.com/fr/menu-restaurant?language=ok,N/D,https://www.caldea.com/ca/carta-restaurant?language=ok
https://www.caldea.com/fr/menu-restaurant?language=ok,N/D,https://www.caldea.com/en/restaurant-menu?language=ok
https://www.caldea.com/fr/nous-contacter,en,https://www.caldea.com/en/contact-us
https://www.caldea.com/fr/offre-emploi,en,https://www.caldea.com/en/job-vacancies
https://www.caldea.com/fr/offre-hotel-andorre,en,https://www.caldea.com/en/andorra-hotel-offer
https://www.caldea.com/fr/offre-restaurant-andorre,en,https://www.caldea.com/en/offer-restaurant-andorra
https://www.caldea.com/fr/offres-cirque-soleil-andorre,en,https://www.caldea.com/en/cirque-soleil-andorra-offers
https://www.caldea.com/fr/offres-spa-soin,en,https://www.caldea.com/en/offers-spa-massage
https://www.caldea.com/fr/offrez-des-experiences,en,https://www.caldea.com/en/give-experiences
https://www.caldea.com/fr/politique-cookies,en,https://www.caldea.com/en/cookie-policy
https://www.caldea.com/fr/politique-renseignements-personnels,en,https://www.caldea.com/en/privacy-policy
https://www.caldea.com/fr/premium/abhyangam-60,es,https://www.caldea.com/premium/abhyangam-60
https://www.caldea.com/fr/premium/cadeau-caldea-entree-indonesia-ancestral-sothys,en,https://www.caldea.com/en/premium/gift-caldea-entry-indonesia-ancestral-sothys
https://www.caldea.com/fr/premium/cirque-du-soleil-hotel-4,en,https://www.caldea.com/en/premium/cirque-du-soleil-hotel-4-stars
https://www.caldea.com/fr/premium/elakkizhi-60-ayurveda,es,https://www.caldea.com/premium/elakkizhi-60-ayurveda
https://www.caldea.com/fr/premium/entree-david-guetta-andorra-mountain-music,en,https://www.caldea.com/en/premium/admission-david-guetta-andorra-mountain-music
https://www.caldea.com/fr/premium/entree-massage-aromatique-duo-romantic-room,en,https://www.caldea.com/en/premium/admission-60-aromatic-duo-massage-romantic-room
https://www.caldea.com/fr/premium/entree-massage-doji-duo-romantic-room,en,https://www.caldea.com/en/premium/admission-doji-duo-massage-romantic-room
https://www.caldea.com/fr/premium/entree-premium-soin-shiatsu-60min,en,https://www.caldea.com/en/premium/shiatsu-60min
https://www.caldea.com/fr/premium/entree-private-spa-andorra-park-hotel-5,en,https://www.caldea.com/en/premium/admission-private-spa-andorra-park-hotel-5
https://www.caldea.com/fr/premium/entree-spa-prive,en,https://www.caldea.com/en/premium/entree-spa-prive
https://www.caldea.com/fr/premium/geothermal-90min,en,https://www.caldea.com/en/premium/geothermal-90min
https://www.caldea.com/fr/premium/hydra3ha-hyaluronique-basic-sothys-45,es,https://www.caldea.com/premium/hydra3ha-hyaluronic-basico-sothys-45
https://www.caldea.com/fr/premium/hydra4ha-hyaluronique-intensif-sothys-75,es,https://www.caldea.com/premium/hydra4ha-hyaluronic-intensivo-sothys-75
https://www.caldea.com/fr/premium/jeunesse-basico-sothys-45,es,https://www.caldea.com/premium/jeuneusse-basico-sothys-45
https://www.caldea.com/fr/premium/jeunesse-homme-sothys-45,es,https://www.caldea.com/premium/jeuneusse-homme-sothys-45
https://www.caldea.com/fr/premium/jeunesse-intensif-sothys-90,es,https://www.caldea.com/premium/jeuneusse-intensivo-sothys-90
https://www.caldea.com/fr/premium/kateevasthy-75,es,https://www.caldea.com/premium/kateevasthy-75
https://www.caldea.com/fr/premium/massage-a-la-canne-de-bambou-60,es,https://www.caldea.com/premium/masaje-con-canas-de-bambu-60
https://www.caldea.com/fr/premium/massage-aromatique-60,es,https://www.caldea.com/premium/masaje-aromatico-60
https://www.caldea.com/fr/premium/massage-avec-pindas-60-minutes,es,https://www.caldea.com/premium/masaje-pindas-60-minutos
https://www.caldea.com/fr/premium/massage-du-dos-30-min-huile-de-cbd,es,https://www.caldea.com/premium/masaje-de-espalda-con-aceite-cbd
https://www.caldea.com/fr/premium/massage-duo-partiel-huile-amande-30,es,https://www.caldea.com/premium/masaje-duo-parcial-aceite-almendra-30
https://www.caldea.com/fr/premium/offre-a-duo-entree-massage-60-min,en,https://www.caldea.com/en/premium/spa-offer-duo-massage
https://www.caldea.com/fr/premium/offre-cirque-du-soleil,en,https://www.caldea.com/en/premium/cirque-du-soleil-offer
https://www.caldea.com/fr/premium/offre-classic-massage-thailandais-60min,en,https://www.caldea.com/en/premium/offer-classic-thai-massage-60min
https://www.caldea.com/fr/premium/offre-entree-massage-30-uniquement-web,en,https://www.caldea.com/en/premium/offer-entry-massage-30-web-only
https://www.caldea.com/fr/premium/offre-entree-massage-30mn-exclusive-web,en,https://www.caldea.com/en/premium/offre-entree-massage-30mn-exclusive-web
https://www.caldea.com/fr/premium/offre-entree-massage-hotel-metropolis,en,https://www.caldea.com/en/premium/offer-entrance-massage-hotel-metropolis
https://www.caldea.com/fr/premium/offre-entree-spa-grandvalira,en,https://www.caldea.com/en/premium/offer-admission-grandvalira
https://www.caldea.com/fr/premium/offre-exclusive-entree-hotel-delfos,en,https://www.caldea.com/en/premium/offer-admission-delfos-4-stars-hotel
https://www.caldea.com/fr/premium/offre-massage-oriental-ayurveda,en,https://www.caldea.com/en/premium/offer-massage-oriental-ayurveda
https://www.caldea.com/fr/premium/offre-musee-thyssen-andorre,en,https://www.caldea.com/en/premium/offer-museum-thyssen-andorra
https://www.caldea.com/fr/premium/offre-spa-naturlandia-tobotronc-adulte,en,https://www.caldea.com/en/premium/naturland-tobotronc
https://www.caldea.com/fr/premium/offre-speciale-entree-hotel-metropolis-andorre,en,https://www.caldea.com/en/premium/special-offer-hotel-metropolis-andorra
https://www.caldea.com/fr/premium/premium-3h-menu-pop-hard-rock-cafe-arret-technique-classic,en,https://www.caldea.com/en/premium/spa-menu-by-hard-rock-cafe
https://www.caldea.com/fr/premium/premium-african-gommage-90min,en,https://www.caldea.com/en/premium/premium-african-gommage-90min
https://www.caldea.com/fr/premium/premium-diamond-lifting-90min,en,https://www.caldea.com/en/premium/premium-diamond-lifting-90min
https://www.caldea.com/fr/premium/premium-massage-general-60min,en,https://www.caldea.com/en/premium/premium-general-massage-60min
https://www.caldea.com/fr/premium/reflexologie-plantaire-30-min,es,https://www.caldea.com/premium/reflexologia-podal-30
https://www.caldea.com/fr/premium/shiatsu-30min,en,https://www.caldea.com/en/premium/shiatsu-30min
https://www.caldea.com/fr/premium/soin-100-sur-mesure-basic-sothys-75,es,https://www.caldea.com/premium/tratamiento-medida-basico-sothys-75
https://www.caldea.com/fr/premium/soin-100-sur-mesure-intensif-sothys-90,es,https://www.caldea.com/premium/tratamiento-medida-intensivo-sothys-90
https://www.caldea.com/fr/premium/soin-ayurveda-anti-voage-fatiga-90,es,https://www.caldea.com/premium/ayurveda-anti-voage-fatiga-90
https://www.caldea.com/fr/premium/soin-doji-30min,es,https://www.caldea.com/premium/masaje-doji-30-min
https://www.caldea.com/fr/premium/soin-du-visage-sothys-organics,es,https://www.caldea.com/premium/tractamiento-facial-sothys-organico-30
https://www.caldea.com/fr/premium/soin-general-60min,es,https://www.caldea.com/premium/masaje-general-60-minutos
https://www.caldea.com/fr/premium/soin-general-duo-huile-amande-60min,es,https://www.caldea.com/premium/masaje-general-duo-aceite-almendra-60
https://www.caldea.com/fr/premium/soin-japonais-hanakasumi-sothys-60,es,https://www.caldea.com/premium/ritual-japones-hanakasumi-sothys-60
https://www.caldea.com/fr/premium/soin-japonais-hanakasumi-sothys-duo-60,es,https://www.caldea.com/premium/ritual-japones-hanakasumi-sothys-duo-60
https://www.caldea.com/fr/premium/soin-partiel-30-min,es,https://www.caldea.com/premium/masaje-30-min-parcial
https://www.caldea.com/fr/premium/soin-sous-eau-30min,es,https://www.caldea.com/premium/masaje-bajo-el-agua-30-min
https://www.caldea.com/fr/premium/spa-faciel-soin-detoxenergie,en,https://www.caldea.com/en/premium/spa-detox-energie-facial-treatment
https://www.caldea.com/fr/premium/therapie-complete-par-le-bois-90,es,https://www.caldea.com/premium/maderoterapia-completa
https://www.caldea.com/fr/premium/therapie-corporelle-par-le-bois-60min,es,https://www.caldea.com/premium/maderoterapia-corporal-60-minutos
https://www.caldea.com/fr/premium/therapie-pour-le-visage-par-le-bois-30-min,es,https://www.caldea.com/premium/maderoterapia-facial-30-minutos
https://www.caldea.com/fr/premium/traitement-african-gommage-90,es,https://www.caldea.com/premium/masaje-african-gommage-90
https://www.caldea.com/fr/promotions,en,https://www.caldea.com/en/offerslisting
https://www.caldea.com/fr/remises,en,https://www.caldea.com/en/discounts
https://www.caldea.com/fr/rituels/ayurveda,N/D,https://www.caldea.com/fr/rituels/ayurveda
https://www.caldea.com/fr/rituels/ayurvéda,N/D,https://www.caldea.com/fr/rituels/ayurveda
https://www.caldea.com/fr/rituels/evasion,N/D,https://www.caldea.com/ca/rituals/evasio
https://www.caldea.com/fr/siam-shiki-restaurant,N/D,https://www.caldea.com/en/siam-shiki-restaurant?language=ok
https://www.caldea.com/fr/siam-shiki-restaurant,N/D,https://www.caldea.com/fr/siam-shiki-restaurant?language=ok
https://www.caldea.com/fr/siam-shiki-restaurant,N/D,https://www.caldea.com/ca/siam-shiki-restaurant?language=ok
https://www.caldea.com/fr/siam-shiki-restaurant?language=ok,N/D,https://www.caldea.com/en/siam-shiki-restaurant?language=ok
https://www.caldea.com/fr/siam-shiki-restaurant?language=ok,N/D,https://www.caldea.com/fr/siam-shiki-restaurant?language=ok
https://www.caldea.com/fr/siam-shiki-restaurant?language=ok,N/D,https://www.caldea.com/ca/siam-shiki-restaurant?language=ok
https://www.caldea.com/fr/soins,en,https://www.caldea.com/en/treatments
https://www.caldea.com/fr/tour-virtuel,en,https://www.caldea.com/en/virtualtour
https://www.caldea.com/rituales/ayurveda,N/D,https://www.caldea.com/fr/rituels/ayurveda
https://www.caldea.com/rituales/evasion,N/D,https://www.caldea.com/ca/rituals/evasio
https://www.caldea.com/siam-shiki-restaurante,N/D,https://www.caldea.com/en/siam-shiki-restaurant?language=ok
https://www.caldea.com/siam-shiki-restaurante,N/D,https://www.caldea.com/fr/siam-shiki-restaurant?language=ok
https://www.caldea.com/siam-shiki-restaurante,N/D,https://www.caldea.com/ca/siam-shiki-restaurant?language=ok
